phase,hand_strength,num_bets,pot_size_bb,to_call_bb,action,hero_profit,street,board_paired,board_flush_possible,board_straight_possible
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.03243098365049579,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.45,1,1.5,0.0,call,10,,,,
postflop,0.09421066738139905,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-25,,,,
postflop,0.10600375234521575,0,1.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.3413294023050121,0,1.5,0.0,raise,-25,Turn,1.0,0.0,0.0
postflop,0.34481372286250334,0,5.5,0.0,fold,-25,River,1.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,call,-45,,,,
postflop,0.05548110426159203,0,1.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.30487804878048785,0,5.5,0.0,raise,-45,Turn,1.0,0.0,0.0
postflop,0.31707317073170727,0,9.5,0.0,fold,-45,River,1.0,1.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.403913160010721,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,-5,,,,
postflop,0.40672741892254083,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.20530688823371745,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,2,,,,
postflop,0.5045564191905656,0,1.5,0.0,raise,2,Flop,1.0,0.0,0.0
postflop,0.5159474671669794,0,5.5,0.0,call,2,Turn,1.0,0.0,0.0
postflop,0.5160814794961137,0,5.5,0.0,call,2,River,1.0,1.0,0.0
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,raise,70,,,,
postflop,0.39386223532565,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.39386223532565,1,7.5,2.0,call,70,Flop,0.0,0.0,0.0
postflop,0.39466630930045565,0,9.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.39466630930045565,1,11.5,2.0,call,70,Turn,0.0,0.0,0.0
postflop,0.5924685071026534,0,13.5,0.0,call,70,River,1.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.3034039131600107,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.325,1,1.5,0.0,raise,-25,,,,
postflop,0.44706512999195924,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,fold,-5,,,,
preflop,0.275,1,1.5,0.0,call,-5,,,,
postflop,0.056553202894666255,0,1.5,0.0,fold,-5,Flop,0.0,1.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.01849370142053064,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.24497453765746446,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.06955239882069153,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.05266684534977217,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.6,1,1.5,0.0,call,-65,,,,
preflop,0.6,2,3.5,2.0,call,-65,,,,
postflop,0.4532296971321361,0,5.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.4557759313856875,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.4557759313856875,0,13.5,0.0,call,-65,River,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.2963012597158938,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.08469579201286515,0,5.5,0.0,call,-25,Flop,0.0,1.0,0.0
postflop,0.08469579201286515,1,7.5,2.0,fold,-25,Flop,0.0,1.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.00830876440632533,0,1.5,0.0,call,-5,Flop,0.0,0.0,1.0
postflop,0.00830876440632533,1,3.5,2.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.011257035647279534,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,call,-45,,,,
postflop,0.07397480568212278,0,1.5,0.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.07397480568212278,1,3.5,2.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.07397480568212278,0,5.5,0.0,raise,-45,Turn,0.0,0.0,0.0
postflop,0.07424283034039136,0,9.5,0.0,fold,-45,River,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.15545430179576525,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.00013401232913423655,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.3574108818011257,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.09246850710265342,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.09246850710265342,0,1.5,0.0,call,10,Turn,0.0,1.0,0.0
postflop,0.09622085231841326,0,1.5,0.0,raise,10,River,0.0,1.0,0.0
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.044224068614312495,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.09836504958456183,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,raise,30,,,,
postflop,0.17716429911551868,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.022782095952827652,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,-45,,,,
postflop,0.4766818547306352,0,1.5,0.0,call,-45,Flop,1.0,0.0,1.0
postflop,0.4766818547306352,1,3.5,2.0,call,-45,Flop,1.0,0.0,1.0
postflop,0.47694987938890376,0,5.5,0.0,raise,-45,Turn,1.0,0.0,0.0
postflop,0.48673277941570625,0,9.5,0.0,fold,-45,River,1.0,1.0,0.0
preflop,0.35,1,1.5,0.0,raise,30,,,,
postflop,0.05682122755293484,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.11029214687751276,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.0032162958992226764,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.04221388367729828,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.17569016349504152,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.45,1,1.5,0.0,call,-5,,,,
postflop,0.524390243902439,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
preflop,0.2,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.7849102117394801,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,call,30,,,,
postflop,0.1684534977217904,0,1.5,0.0,raise,30,Flop,0.0,0.0,1.0
postflop,0.554006968641115,0,5.5,0.0,call,30,Turn,0.0,0.0,0.0
postflop,0.5541409809702493,0,5.5,0.0,call,30,River,0.0,1.0,0.0
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.08603591530420795,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.1562583757705709,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.2873224336638971,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,-25,,,,
postflop,0.09970517287590464,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.09970517287590464,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
preflop,0.2,2,3.5,2.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,raise,70,,,,
postflop,0.5462342535513267,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.5462342535513267,1,7.5,2.0,call,70,Flop,0.0,0.0,0.0
postflop,0.5462342535513267,0,9.5,0.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.6529080675422139,0,13.5,0.0,call,70,River,1.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.1356204770838917,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,50,,,,
postflop,0.5274725274725275,0,1.5,0.0,raise,50,Flop,0.0,0.0,0.0
postflop,0.6581345483784509,0,5.5,0.0,raise,50,Turn,0.0,0.0,0.0
postflop,0.6585365853658536,0,9.5,0.0,call,50,River,0.0,0.0,0.0
preflop,0.275,1,1.5,0.0,call,10,,,,
postflop,0.11404449209327261,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.6354864647547575,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.18949343339587243,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.18949343339587243,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
preflop,0.2,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.47587778075582954,0,1.5,0.0,call,-5,Flop,0.0,0.0,1.0
postflop,0.47587778075582954,1,3.5,2.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.056553202894666255,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.037121415170195626,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.0037523452157598447,0,1.5,0.0,fold,-5,Flop,0.0,1.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.36424551058697396,0,1.5,0.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.6,1,1.5,0.0,raise,30,,,,
postflop,0.43822031626909674,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,30,,,,
preflop,0.15,2,3.5,2.0,call,30,,,,
postflop,0.5584293755025462,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-25,,,,
postflop,0.01715357812918794,0,1.5,0.0,call,-25,Flop,0.0,1.0,0.0
postflop,0.01715357812918794,1,3.5,2.0,call,-25,Flop,0.0,1.0,0.0
postflop,0.4384883409273653,0,5.5,0.0,fold,-25,Turn,1.0,1.0,0.0
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,call,-5,,,,
preflop,0.125,2,3.5,2.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.09648887697668185,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,-65,,,,
preflop,0.25,2,3.5,2.0,raise,-65,,,,
postflop,0.20785312248726884,0,5.5,0.0,raise,-65,Flop,1.0,0.0,0.0
postflop,0.22031626909675694,0,9.5,0.0,raise,-65,Turn,1.0,0.0,0.0
postflop,0.2296971321361565,0,13.5,0.0,call,-65,River,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.7847761994103457,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.3228357008844813,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-65,,,,
preflop,0.2,2,3.5,2.0,call,-65,,,,
postflop,0.01889573840793357,0,5.5,0.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.01889573840793357,1,7.5,2.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.01943178772447063,0,9.5,0.0,raise,-65,Turn,0.0,1.0,0.0
postflop,0.23934601983382475,0,13.5,0.0,call,-65,River,1.0,1.0,0.0
preflop,0.175,1,1.5,0.0,call,10,,,,
postflop,0.4967837041007773,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.010854998659876713,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.075,1,1.5,0.0,call,-45,,,,
postflop,0.5423478960064325,0,1.5,0.0,raise,-45,Flop,1.0,0.0,1.0
postflop,0.5465022782095953,0,5.5,0.0,raise,-45,Turn,1.0,1.0,1.0
postflop,0.5465022782095953,0,9.5,0.0,fold,-45,River,1.0,1.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,raise,10,,,,
preflop,0.1,1,1.5,0.0,raise,-65,,,,
postflop,0.09876708657196465,0,5.5,0.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.09876708657196465,1,7.5,2.0,call,-65,Flop,0.0,0.0,1.0
postflop,0.09876708657196465,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.10493165371214153,0,13.5,0.0,fold,-65,River,0.0,1.0,0.0
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,-45,,,,
preflop,0.25,2,3.5,2.0,raise,-45,,,,
postflop,0.10278745644599308,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.10278745644599308,0,9.5,0.0,fold,-45,Turn,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.05561511659072638,0,1.5,0.0,raise,10,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.425,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,-65,,,,
postflop,0.32873224336638973,0,5.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.33436076119002944,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.5938086303939962,0,13.5,0.0,call,-65,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.525,1,1.5,0.0,call,10,,,,
postflop,0.14634146341463417,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.09957116054677029,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,-25,,,,
postflop,0.33436076119002944,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.0038863575448940813,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.5302867863843473,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.375,1,1.5,0.0,raise,-25,,,,
postflop,0.41825247922808895,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.3027338515143393,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,fold,-5,,,,
preflop,0.075,1,1.5,0.0,call,30,,,,
preflop,0.075,2,3.5,2.0,raise,30,,,,
postflop,0.0904583221656392,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.040337711069418414,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.6590726346823907,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
preflop,0.15,2,3.5,2.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
preflop,0.225,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,-25,,,,
postflop,0.47587778075582954,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.5639238809970517,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.017689627445724998,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,-25,,,,
preflop,0.2,2,3.5,2.0,call,-25,,,,
postflop,0.2902707049048513,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.6,1,1.5,0.0,call,10,,,,
postflop,0.6120343071562584,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.35,1,1.5,0.0,call,10,,,,
postflop,0.0986330742428303,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
preflop,0.3,2,3.5,2.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.14031090860359152,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.3040739748056821,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,raise,30,,,,
postflop,0.1133744304476012,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,70,,,,
preflop,0.2,2,3.5,2.0,call,70,,,,
postflop,0.3899758777807558,0,5.5,0.0,raise,70,Flop,1.0,0.0,1.0
postflop,0.3899758777807558,0,9.5,0.0,raise,70,Turn,1.0,0.0,0.0
postflop,0.39212007504690427,0,13.5,0.0,raise,70,River,1.0,1.0,0.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
preflop,0.175,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.12020905923344949,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,call,10,,,,
postflop,0.21750201018493698,0,1.5,0.0,call,10,Flop,1.0,0.0,0.0
postflop,0.2185741088180112,0,1.5,0.0,call,10,Turn,1.0,0.0,0.0
postflop,0.5718306084159743,0,1.5,0.0,raise,10,River,1.0,1.0,0.0
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.10104529616724733,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.35406057357276866,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,raise,-25,,,,
postflop,0.29147681586705976,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.35,1,1.5,0.0,raise,30,,,,
postflop,0.47266148485660686,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.1356204770838917,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.1356204770838917,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,1.0,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.7011525060305548,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,70,,,,
preflop,0.225,2,3.5,2.0,raise,70,,,,
postflop,0.3251139104797641,0,5.5,0.0,raise,70,Flop,0.0,0.0,1.0
postflop,0.3251139104797641,0,9.5,0.0,call,70,Turn,0.0,0.0,0.0
postflop,0.3251139104797641,1,11.5,2.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.3251139104797641,0,13.5,0.0,raise,70,River,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.06030554811042621,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.8,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.15706244974537653,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,-65,,,,
postflop,0.14366121683194855,0,5.5,0.0,raise,-65,Flop,0.0,1.0,0.0
postflop,0.14366121683194855,0,9.5,0.0,raise,-65,Turn,0.0,1.0,0.0
postflop,0.14902170999731978,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.7846421870812115,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.3044760117930849,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.8,1,1.5,0.0,raise,30,,,,
postflop,0.5121951219512195,0,5.5,0.0,raise,30,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.1,1,1.5,0.0,call,-5,,,,
postflop,0.21629589922272852,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.21629589922272852,0,1.5,0.0,call,-5,Turn,0.0,0.0,0.0
postflop,0.21629589922272852,0,1.5,0.0,fold,-5,River,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
preflop,0.225,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.09246850710265342,0,1.5,0.0,raise,10,Flop,0.0,1.0,0.0
preflop,0.375,1,1.5,0.0,raise,-25,,,,
postflop,0.6326722058429375,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.282497989815063,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,raise,-25,,,,
postflop,0.006700616456714048,0,5.5,0.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.35,1,1.5,0.0,fold,-5,,,,
preflop,1.0,1,1.5,0.0,raise,-25,,,,
postflop,0.5318949343339587,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.5318949343339587,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.02291610828196189,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,30,,,,
preflop,0.25,2,3.5,2.0,call,30,,,,
postflop,0.12824979898150635,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.34521575984990616,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.34655588314124897,0,1.5,0.0,call,10,Turn,0.0,0.0,0.0
postflop,0.34655588314124897,0,1.5,0.0,raise,10,River,0.0,1.0,0.0
preflop,0.125,1,1.5,0.0,call,-25,,,,
preflop,0.125,2,3.5,2.0,call,-25,,,,
postflop,0.26360225140712945,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.1,1,1.5,0.0,raise,10,,,,
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.06861431251675154,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.1,1,1.5,0.0,call,-5,,,,
preflop,0.1,2,3.5,2.0,fold,-5,,,,
