Unnamed: 0,prev_line,hero_pos,hero_holding,correct_decision,num_players,num_bets,available_moves,pot_size
14320,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/29.2bb/CO/call/SB/allin,BB,KsQs,call,4,4,"['call', 'fold']",173.39999999999998
14321,,CO,4s4h,2.3bb,1,0,"['2.3bb', 'fold']",1.5
14322,HJ/2.0bb/SB/call/BB/11.0bb/HJ/fold,SB,Ac4c,fold,3,2,['fold'],15.0
14323,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/HJ/fold/CO/28.5bb,BTN,AsKd,call,3,4,"['allin', 'call', 'fold']",45.1
14324,HJ/2.0bb/CO/call/BTN/9.5bb/SB/24.1bb/BB/call/HJ/allin,CO,3h3c,fold,5,4,['fold'],159.7
14325,HJ/2.0bb/CO/call/SB/13.0bb/BB/allin,HJ,Ad3d,fold,4,3,"['call', 'fold']",117.0
14326,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/HJ/fold/CO/allin/BTN/fold/SB/fold,BB,JsJc,fold,5,3,"['call', 'fold']",134.0
14327,HJ/2.0bb/CO/6.5bb/BTN/call/SB/24.1bb/HJ/fold/CO/call/BTN/allin,SB,QsQd,call,4,4,"['call', 'fold']",151.2
14328,SB/call/BB/3.0bb/SB/allin,BB,AhAc,call,2,2,"['call', 'fold']",103.0
14329,HJ/2.0bb/CO/call/SB/call/BB/allin,HJ,AdQd,fold,4,2,"['call', 'fold']",106.0
14330,HJ/2.0bb/CO/call/SB/13.0bb/HJ/24.0bb/CO/call/SB/allin,HJ,9h9d,fold,3,4,"['call', 'fold']",149.0
14331,CO/2.3bb/SB/allin,CO,AhKc,call,2,2,"['call', 'fold']",103.3
14332,CO/2.3bb/BTN/call/SB/12.5bb/BB/allin,CO,Ad8d,fold,4,3,"['call', 'fold']",117.1
14333,CO/2.3bb/BTN/7.5bb/SB/21.0bb/BB/allin/CO/fold/BTN/fold,SB,QhQc,call,4,4,"['call', 'fold']",130.8
14334,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/HJ/call/CO/allin,BTN,KsKc,call,3,4,"['call', 'fold']",127.7
14335,UTG/2.0bb/CO/call/BTN/9.5bb/SB/allin,BB,KsJd,fold,5,3,"['call', 'fold']",114.5
14336,,BTN,QhTc,2.5bb,1,0,"['2.5bb', 'fold']",1.5
14337,UTG/2.0bb/BTN/7.5bb,UTG,AhQh,call,2,2,"['20.0bb', 'allin', 'call', 'fold']",11.0
14338,CO/2.3bb/BTN/call/SB/12.5bb/BB/allin/CO/fold,BTN,8h7h,fold,4,3,['fold'],117.1
14339,HJ/2.0bb/CO/6.5bb/BTN/call/HJ/allin,CO,AhKh,call,3,3,"['call', 'fold']",114.5
14340,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/25.0bb,SB,AhJh,fold,5,4,"['allin', 'fold']",49.0
14341,CO/2.3bb/BTN/7.5bb/BB/20.0bb/CO/call/BTN/allin,BB,AsAc,call,3,4,"['call', 'fold']",140.5
14342,HJ/2.0bb/BTN/call,SB,Tc8c,fold,3,1,"['13.0bb', 'fold']",5.5
14343,HJ/2.0bb/BB/allin,HJ,KhTd,fold,2,2,"['call', 'fold']",102.5
14344,,SB,5s5c,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
14345,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/HJ/call/CO/fold/BTN/allin,SB,KsKh,call,4,3,"['call', 'fold']",133.0
14346,SB/3.0bb,BB,6d3d,call,2,1,"['call', '10.0bb', 'fold']",4.0
14347,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/fold/CO/29.2bb/BTN/allin,BB,7s6s,fold,4,4,"['call', 'fold']",146.7
14348,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/BB/call/UTG/fold/CO/fold,BTN,QdQc,fold,5,3,"['allin', 'fold']",59.5
14349,UTG/2.0bb/HJ/6.5bb/BTN/allin/UTG/fold,HJ,KdKc,call,3,3,"['call', 'fold']",110.0
14350,SB/call/BB/3.0bb,SB,Ah7d,fold,2,1,['fold'],3.0
14351,CO/2.3bb/BTN/7.5bb/SB/21.0bb/CO/allin,BTN,7c6c,fold,3,4,"['call', 'fold']",129.5
14352,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call/CO/call/BTN/allin,BB,JhJd,call,4,3,"['call', 'fold']",142.5
14353,UTG/2.0bb/HJ/allin,CO,AsKh,fold,3,2,"['call', 'fold']",103.5
14354,CO/2.3bb/BB/13.5bb,CO,KsKh,28.0bb,2,2,"['call', '28.0bb', 'fold']",16.3
14355,HJ/2.0bb/CO/call/SB/allin,HJ,AdTh,fold,3,2,"['call', 'fold']",105.0
14356,HJ/2.0bb/BTN/call/SB/13.0bb/HJ/24.9bb/BTN/call/SB/allin,HJ,AhKh,call,3,4,"['call', 'fold']",150.8
14357,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/SB/24.0bb/UTG/fold/CO/fold,BTN,7s7c,fold,4,4,"['call', 'fold']",46.5
14358,CO/2.3bb/SB/11.5bb,BB,KsKd,25.0bb,3,2,"['25.0bb', 'allin', 'fold']",14.8
14359,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/fold/CO/fold/BTN/allin,BB,AdAc,call,4,3,"['call', 'fold']",119.5
14360,CO/2.3bb/BB/13.5bb/CO/28.0bb,BB,KsTc,fold,2,3,"['allin', 'call', 'fold']",42.0
14361,UTG/2.0bb/HJ/6.5bb/BTN/14.0bb/SB/26.0bb/UTG/fold,HJ,8d8c,fold,4,4,"['allin', 'fold']",49.5
14362,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/HJ/29.6bb/CO/call/BTN/allin,SB,AsQh,call,4,4,"['call', 'fold']",175.2
14363,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/SB/25.2bb/HJ/allin,CO,5d4d,fold,4,5,"['call', 'fold']",145.79999999999998
14364,HJ/2.0bb/CO/call/SB/13.0bb/BB/call/HJ/fold/CO/allin,SB,KhKd,call,4,3,"['call', 'fold']",128.0
14365,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/fold/CO/call/BTN/allin,SB,6s5s,fold,5,4,"['call', 'fold']",177.0
14366,HJ/2.0bb/CO/call/BTN/9.5bb/HJ/25.2bb/CO/fold,BTN,AdQd,call,3,3,"['allin', 'call', 'fold']",38.2
14367,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/call/BTN/fold/SB/allin/BB/fold,CO,AhKs,fold,5,3,['fold'],136.0
14368,UTG/2.0bb/BTN/7.5bb/BB/20.0bb/UTG/allin/BTN/fold,BB,AsAc,call,3,4,"['call', 'fold']",128.0
14369,HJ/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/HJ/allin,BTN,KcJs,fold,4,4,['fold'],140.0
14370,UTG/2.0bb/CO/call/BTN/allin,SB,Qh7h,fold,4,2,"['call', 'fold']",105.5
14371,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/UTG/call/CO/allin,BTN,9h9d,fold,4,4,"['call', 'fold']",156.5
14372,CO/2.3bb,BB,Ac9h,call,2,1,"['13.5bb', 'call', 'fold']",3.8
14373,HJ/2.0bb/CO/call/BTN/call/SB/allin,HJ,KhKc,call,4,2,"['call', 'fold']",107.0
14374,HJ/2.0bb/CO/call,BB,QsQh,13.5bb,3,1,"['13.5bb', 'fold']",5.5
14375,HJ/2.0bb/BB/12.3bb/HJ/allin,BB,AhTs,fold,2,3,"['call', 'fold']",112.8
14376,HJ/2.0bb/CO/call,SB,Ac4c,13.0bb,3,1,"['13.0bb', 'fold']",5.5
14377,UTG/2.0bb/BTN/call/SB/13.0bb/BB/call/UTG/fold/BTN/allin/SB/fold,BB,JhJc,fold,4,3,['fold'],128.0
14378,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/BB/call/HJ/allin/CO/fold,BTN,AsKs,call,5,3,"['call', 'fold']",130.5
14379,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/call/BTN/fold,SB,JsJc,fold,4,2,['fold'],32.0
14380,HJ/2.0bb/SB/11.0bb,BB,9s8d,fold,3,2,"['23.0bb', 'allin', 'fold']",14.0
14381,UTG/2.0bb/CO/call/BTN/9.5bb/BB/24.0bb/UTG/call/CO/allin,BTN,KcQs,fold,4,4,"['call', 'fold']",158.0
14382,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/31.2bb/CO/call/BTN/fold/SB/allin,BB,QcTc,call,5,4,"['call', 'fold']",180.4
14383,HJ/2.0bb/CO/call/BTN/allin,SB,6d3d,fold,4,2,"['call', 'fold']",105.5
14384,UTG/allin,BTN,AsKd,fold,2,1,"['call', 'fold']",101.5
14385,CO/2.3bb/BTN/7.5bb/CO/21.0bb/BTN/allin,CO,AsAd,call,2,4,"['call', 'fold']",122.5
14386,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/28.0bb/BTN/call/SB/fold/BB/allin,HJ,KsTs,fold,4,4,"['call', 'fold']",158.0
14387,UTG/2.0bb/HJ/6.5bb/BTN/14.0bb/SB/allin,BB,AdKd,fold,5,4,"['call', 'fold']",123.5
14388,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/call/CO/fold/SB/allin,BB,AsKd,call,4,3,"['call', 'fold']",132.0
14389,UTG/2.0bb/CO/call/BTN/9.5bb/UTG/25.0bb/CO/allin/BTN/fold,UTG,JdJc,call,3,4,"['call', 'fold']",136.0
14390,CO/2.3bb/SB/11.5bb/BB/call/CO/allin,SB,JhJc,fold,3,3,"['call', 'fold']",123.0
14391,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/29.0bb/CO/allin/BTN/fold,BB,AsAh,call,4,4,"['call', 'fold']",145.5
14392,HJ/2.0bb/SB/call/BB/11.0bb,HJ,AcQh,22.0bb,3,2,"['22.0bb', 'allin', 'fold']",15.0
14393,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/fold/SB/allin,BB,AhAc,call,4,3,"['call', 'fold']",118.6
14394,CO/2.3bb/BTN/7.5bb/SB/call/BB/call,CO,ThTc,fold,4,2,"['allin', 'fold']",24.8
14395,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/fold/CO/31.2bb/BTN/call/SB/allin,BB,AsAc,call,5,4,"['call', 'fold']",180.4
14396,UTG/2.0bb/HJ/6.5bb/SB/20.0bb/UTG/33.0bb/HJ/fold,SB,QhQc,call,3,4,"['allin', 'call', 'fold']",60.5
14397,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/29.2bb/CO/fold/BTN/allin,BB,9s9h,fold,4,4,"['call', 'fold']",146.7
14398,CO/2.3bb/BB/13.5bb,CO,KcTc,call,2,2,"['call', '28.0bb', 'fold']",16.3
14399,UTG/2.0bb/CO/call/SB/12.0bb/UTG/24.0bb/CO/allin,SB,AsAc,call,3,4,"['call', 'fold']",137.0
14400,CO/2.3bb/SB/11.5bb,BB,Ks3s,fold,3,2,"['25.0bb', 'allin', 'fold']",14.8
14401,HJ/2.0bb/CO/call/SB/13.0bb/HJ/fold/CO/allin,SB,4s4c,fold,3,3,"['call', 'fold']",116.0
14402,UTG/2.0bb/CO/allin,BB,Th8s,fold,3,2,"['call', 'fold']",103.5
14403,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/UTG/fold,CO,AhJc,fold,3,3,"['31.0bb', 'allin', 'call', 'fold']",23.0
14404,SB/3.0bb,BB,Td8d,call,2,1,"['call', '10.0bb', 'fold']",4.0
14405,UTG/2.0bb/CO/call/SB/call/BB/14.0bb/UTG/28.0bb/CO/allin/SB/fold/BB/fold,UTG,AsKs,call,4,4,"['call', 'fold']",144.0
14406,HJ/2.0bb/CO/6.5bb/BB/17.5bb/HJ/fold,CO,2s2h,fold,3,3,"['allin', 'call', 'fold']",26.5
14407,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call,HJ,6s6c,fold,5,2,['fold'],36.0
14408,UTG/2.0bb/HJ/allin,CO,Jh3h,fold,3,2,"['call', 'fold']",103.5
14409,BTN/2.5bb/SB/call/BB/11.0bb/BTN/fold,SB,2h2d,fold,3,2,['fold'],16.0
14410,UTG/2.0bb/SB/10.0bb,BB,Ac3c,fold,3,2,"['20.0bb', 'allin', 'fold']",13.0
14411,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/fold/BTN/allin/SB/fold/BB/fold,UTG,AdKc,call,5,3,"['call', 'fold']",134.0
14412,HJ/2.0bb/CO/6.5bb/BTN/allin,SB,9s6s,fold,4,3,"['call', 'fold']",110.0
14413,UTG/2.0bb/HJ/6.5bb/BTN/allin/UTG/fold,HJ,KsKc,call,3,3,"['call', 'fold']",110.0
14414,HJ/2.0bb,BB,7s5s,call,2,1,"['call', '12.3bb', 'fold']",3.5
14415,HJ/2.0bb/CO/call/BTN/9.5bb/HJ/fold/CO/allin,BTN,AsAh,call,3,3,"['call', 'fold']",113.0
14416,HJ/2.0bb/CO/6.5bb/BTN/13.1bb/SB/25.2bb,BB,Th9c,fold,5,4,"['allin', 'fold']",47.8
14417,HJ/2.0bb/CO/call/BTN/9.5bb,HJ,4s4h,fold,3,2,"['allin', '25.2bb', 'fold']",15.0
14418,UTG/2.0bb/HJ/6.5bb/SB/20.0bb/BB/34.0bb/UTG/allin,HJ,6s6c,fold,4,5,"['call', 'fold']",160.5
14419,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/HJ/fold/CO/allin/BTN/fold,SB,AcKs,call,5,3,"['call', 'fold']",134.0
14420,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/fold/CO/allin,BTN,AdTd,fold,5,4,['fold'],149.0
14421,HJ/2.0bb/CO/6.5bb/BTN/call/BB/24.1bb/HJ/allin/CO/fold/BTN/fold,BB,AhAd,call,4,4,"['call', 'fold']",137.6
14422,UTG/allin,CO,Qs2s,fold,2,1,"['call', 'fold']",101.5
14423,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/call/CO/call/BTN/allin,BB,AsAh,call,4,3,"['call', 'fold']",145.5
14424,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/25.0bb/UTG/fold/HJ/fold,CO,KhKc,call,4,4,"['allin', 'call', 'fold']",49.0
14425,HJ/2.0bb/CO/call/BTN/call/SB/call/BB/16.0bb/HJ/31.2bb/CO/call/BTN/call/SB/allin,BB,AcQs,call,5,4,"['call', 'fold']",209.6
14426,BTN/2.5bb/SB/12.0bb/BTN/allin,SB,AdQh,call,2,3,"['call', 'fold']",113.0
14427,HJ/2.0bb/CO/call/SB/13.0bb/BB/call/HJ/fold/CO/allin,SB,AsAd,call,4,3,"['call', 'fold']",128.0
14428,BTN/2.5bb/SB/call/BB/11.0bb,BTN,AdKc,23.0bb,3,2,"['23.0bb', 'call', 'fold']",16.0
14429,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call/CO/call/BTN/allin,BB,QsQc,call,4,3,"['call', 'fold']",142.5
14430,UTG/2.0bb/CO/call/BTN/call,BB,KsKh,14.0bb,4,1,"['14.0bb', 'fold']",7.5
14431,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/UTG/call/CO/call/BTN/allin,SB,KsKh,call,5,3,"['call', 'fold']",160.0
14432,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/call/CO/call/BTN/call/SB/allin/BB/fold/HJ/fold/CO/fold,BTN,7c6c,fold,5,4,['fold'],220.4
14433,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/BB/call/HJ/call/CO/allin,BTN,AsAd,call,5,3,"['call', 'fold']",138.0
14434,SB/3.0bb,BB,Qh9s,call,2,1,"['call', '10.0bb', 'fold']",4.0
14435,HJ/2.0bb/BB/allin,HJ,KsJs,fold,2,2,"['call', 'fold']",102.5
14436,HJ/2.0bb/CO/call/BTN/call/BB/15.0bb/HJ/call/CO/fold/BTN/allin,BB,KsKd,call,4,3,"['call', 'fold']",132.5
14437,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/BTN/25.0bb/SB/allin,UTG,6s6d,fold,5,5,"['call', 'fold']",148.5
14438,CO/2.3bb/BTN/call/SB/12.5bb/BB/27.0bb/CO/call/BTN/call/SB/allin,BB,KhKc,call,4,4,"['call', 'fold']",181.0
14439,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/34.0bb/CO/call/BTN/allin,SB,JsJc,fold,5,4,"['call', 'fold']",185.0
14440,HJ/allin,CO,Ah3s,fold,2,1,"['call', 'fold']",101.5
14441,UTG/2.0bb/CO/call/BTN/9.5bb/BB/24.0bb/UTG/allin/CO/fold,BTN,AhJh,fold,4,4,"['call', 'fold']",136.0
14442,HJ/2.0bb/CO/call/SB/13.0bb/BB/25.0bb/HJ/fold/CO/allin,SB,AhKh,fold,4,4,"['call', 'fold']",140.0
14443,UTG/2.0bb/CO/call,BTN,Ad4d,9.5bb,3,1,"['9.5bb', 'fold']",5.5
14444,CO/2.3bb/SB/call/BB/11.0bb/CO/fold,SB,Th9h,fold,3,2,['fold'],15.6
14445,SB/allin,BB,7c6c,fold,2,1,"['call', 'fold']",101.0
14446,UTG/2.0bb/BTN/allin,BB,Tc9c,call,3,2,"['call', 'fold']",103.5
14447,,SB,Jd7d,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
14448,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/call/UTG/allin/CO/fold,BTN,QhTh,fold,5,3,['fold'],134.0
14449,CO/2.3bb/BTN/allin,SB,AcKs,call,3,2,"['call', 'fold']",103.8
14450,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/fold/BTN/call/SB/allin/BB/fold,BTN,KhQh,call,4,3,"['call', 'fold']",130.0
14451,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call/CO/allin/BTN/fold,BB,AcKs,call,4,3,"['call', 'fold']",130.5
14452,UTG/2.0bb/HJ/6.5bb,SB,AhKc,20.0bb,3,2,"['20.0bb', 'allin', 'fold']",10.0
14453,HJ/2.0bb/BTN/call/SB/call/BB/14.5bb/HJ/call,BTN,6s6c,fold,4,2,['fold'],33.0
14454,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/fold/CO/fold/BTN/allin,BB,JsJd,call,4,3,"['call', 'fold']",118.5
14455,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/allin/CO/fold/BTN/fold,SB,AdKc,fold,5,4,"['call', 'fold']",149.1
14456,UTG/2.0bb/BTN/call/SB/call/BB/allin/UTG/fold,BTN,JsJc,call,4,2,"['call', 'fold']",106.0
14457,CO/2.3bb/BTN/call/SB/call/BB/14.0bb,CO,Ks8s,fold,4,2,"['31.0bb', 'allin', 'call', 'fold']",20.9
14458,HJ/2.0bb/BTN/7.5bb,BB,Jh9d,fold,3,2,"['21.0bb', 'allin', 'fold']",11.0
14459,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/UTG/call/CO/fold/BTN/allin/SB/fold,UTG,9h9d,fold,4,3,"['call', 'fold']",133.0
14460,CO/2.3bb/SB/allin,BB,6s2s,call,3,2,"['call', 'fold']",103.3
14461,HJ/2.0bb/CO/call/BTN/call/SB/call,BB,7c6c,fold,5,1,"['16.0bb', 'fold']",9.0
14462,CO/2.3bb,SB,AhKs,11.5bb,2,1,"['11.5bb', 'call', 'fold']",3.8
14463,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/SB/26.0bb/BB/allin,UTG,KsKd,call,5,5,"['call', 'fold']",148.5
14464,,BTN,8s8d,2.5bb,1,0,"['2.5bb', 'fold']",1.5
14465,UTG/2.0bb/BTN/7.5bb,UTG,AsAd,20.0bb,2,2,"['20.0bb', 'allin', 'call', 'fold']",11.0
14466,CO/2.3bb/BTN/call/SB/12.5bb/BB/27.0bb/CO/call/BTN/fold,SB,AhJc,fold,4,3,"['allin', 'fold']",68.8
14467,UTG/2.0bb/SB/10.0bb/UTG/allin,SB,AhJs,fold,2,3,"['call', 'fold']",111.0
14468,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/call/BTN/call,SB,Ad4d,fold,5,2,['fold'],49.0
14469,UTG/2.0bb/BTN/7.5bb/SB/20.0bb/UTG/38.0bb/BTN/allin/SB/fold,UTG,AhAc,call,3,5,"['call', 'fold']",159.0
14470,CO/2.3bb/BTN/call/SB/call/BB/14.0bb/CO/fold/BTN/31.0bb/SB/call,BB,Th9h,fold,4,3,"['allin', 'fold']",78.3
14471,UTG/2.0bb/BTN/call/SB/call/BB/14.0bb/UTG/call/BTN/30.0bb/SB/fold/BB/fold,UTG,AsKc,fold,4,3,"['call', 'fold']",60.0
14472,UTG/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.0bb/UTG/call/CO/call/BTN/allin/SB/fold,BB,AcKd,fold,5,4,"['call', 'fold']",205.0
14473,UTG/2.0bb/BTN/call,SB,AcKs,13.0bb,3,1,"['13.0bb', 'fold']",5.5
14474,HJ/2.0bb/CO/call/SB/13.0bb/BB/25.0bb/HJ/fold/CO/fold/SB/allin,BB,AdAc,call,4,4,"['call', 'fold']",129.0
14475,HJ/2.0bb/BTN/call/SB/13.0bb,HJ,AdQd,call,3,2,"['allin', '24.9bb', 'call', 'fold']",18.0
14476,UTG/2.0bb/HJ/6.5bb/CO/14.0bb,BTN,Kh7s,fold,4,3,"['25.0bb', 'allin', 'fold']",24.0
14477,HJ/2.0bb/CO/call/SB/13.0bb/BB/25.0bb/HJ/fold/CO/fold/SB/allin,BB,KcQc,fold,4,4,"['call', 'fold']",129.0
14478,UTG/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/UTG/allin/BTN/fold,SB,AsAc,call,4,4,"['call', 'fold']",140.0
14479,,SB,Kd9c,3.0bb,1,0,"['3.0bb', 'call', 'fold']",1.5
14480,CO/2.3bb/SB/allin,BB,QsQh,call,3,2,"['call', 'fold']",103.3
14481,HJ/2.0bb/CO/call,SB,AcQs,13.0bb,3,1,"['13.0bb', 'fold']",5.5
14482,UTG/2.0bb/CO/call/BTN/allin,BB,Ac5s,fold,4,2,"['call', 'fold']",105.5
14483,UTG/2.0bb/BTN/7.5bb/SB/allin,BB,AsAh,call,4,3,"['call', 'fold']",110.5
14484,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/BB/24.0bb/UTG/fold,CO,AsKd,fold,4,4,"['allin', 'fold']",46.0
14485,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/BB/24.0bb/UTG/allin,CO,AdKh,fold,4,5,"['call', 'fold']",144.0
14486,UTG/2.0bb/SB/call/BB/11.0bb/UTG/21.0bb/SB/fold/BB/40.0bb/UTG/allin,BB,AdKc,fold,3,5,"['call', 'fold']",142.0
14487,BTN/2.5bb/SB/call/BB/11.0bb/BTN/23.0bb/SB/fold,BB,8s8h,fold,3,3,"['allin', 'call', 'fold']",36.5
14488,HJ/2.0bb/BTN/call/BB/13.5bb/HJ/fold/BTN/26.2bb,BB,AcTc,fold,3,3,"['allin', 'call', 'fold']",42.2
14489,UTG/2.0bb/CO/call/BTN/call/BB/14.0bb/UTG/call/CO/allin/BTN/fold,BB,QsQd,call,4,3,"['call', 'fold']",130.5
14490,HJ/2.0bb/CO/call/SB/call/BB/15.0bb/HJ/fold/CO/call,SB,5s5h,fold,4,2,['fold'],34.0
14491,UTG/2.0bb/BTN/call,SB,AhJh,13.0bb,3,1,"['13.0bb', 'fold']",5.5
14492,HJ/2.0bb/CO/call/BTN/call/SB/15.0bb/BB/30.1bb/HJ/allin/CO/fold,BTN,KdQh,fold,5,4,['fold'],149.1
14493,UTG/2.0bb/CO/6.5bb/SB/18.0bb,BB,Ks7d,fold,4,3,"['33.0bb', 'fold']",27.5
14494,HJ/2.0bb/BTN/call,BB,AdKh,13.5bb,3,1,"['13.5bb', 'fold']",5.5
14495,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/call/CO/fold/BTN/allin/SB/fold,BB,QhQd,call,5,3,"['call', 'fold']",134.0
14496,BTN/2.5bb/SB/call/BB/11.0bb,BTN,QsQc,23.0bb,3,2,"['23.0bb', 'call', 'fold']",16.0
14497,HJ/2.0bb/CO/6.5bb/BTN/13.1bb,HJ,TsTc,fold,3,3,"['allin', 'fold']",23.1
14498,,UTG,Kh4h,fold,1,0,"['2.0bb', 'fold']",1.5
14499,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/BB/allin/HJ/fold,BTN,TsTd,fold,4,4,"['call', 'fold']",130.5
14500,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/BB/allin,HJ,KsKd,call,5,3,"['call', 'fold']",123.0
14501,HJ/2.0bb/CO/call/BTN/call,SB,Ks5s,fold,4,1,"['15.0bb', 'fold']",7.5
14502,,CO,KdQh,2.3bb,1,0,"['2.3bb', 'fold']",1.5
14503,CO/2.3bb/BTN/call/SB/12.5bb/BB/call/CO/fold,BTN,7s7c,fold,4,2,['fold'],29.6
14504,UTG/2.0bb/CO/call/BTN/9.5bb/SB/23.0bb/UTG/call/CO/allin,BTN,Kc6c,fold,4,4,"['call', 'fold']",156.5
14505,UTG/2.0bb/CO/call/BTN/call/SB/call/BB/15.0bb/UTG/fold/CO/34.0bb/BTN/fold,SB,KhTh,fold,5,3,['fold'],55.0
14506,HJ/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/HJ/call/BTN/allin/SB/fold,BB,AcQc,call,4,4,"['call', 'fold']",163.0
14507,CO/2.3bb/BTN/call/SB/12.5bb/BB/27.0bb/CO/allin/BTN/fold,SB,5h4h,fold,4,4,"['call', 'fold']",141.8
14508,HJ/2.0bb/CO/call/BTN/9.5bb/SB/call/BB/allin,HJ,Kc9c,fold,5,3,"['call', 'fold']",123.0
14509,UTG/2.0bb/HJ/allin,CO,KhQd,fold,3,2,"['call', 'fold']",103.5
14510,UTG/2.0bb/HJ/6.5bb/CO/14.0bb/UTG/fold/HJ/32.0bb,CO,AdAc,call,3,4,"['allin', 'call', 'fold']",49.5
14511,UTG/2.0bb/BTN/7.5bb/SB/20.0bb/BB/40.0bb/UTG/allin,BTN,KhTd,fold,4,5,"['call', 'fold']",167.5
14512,UTG/2.0bb/HJ/6.5bb/BB/19.0bb/UTG/fold,HJ,JhJc,fold,3,3,"['allin', 'call', 'fold']",28.0
14513,CO/2.3bb/BTN/call/SB/12.5bb/CO/allin/BTN/fold,SB,AdKc,call,3,3,"['call', 'fold']",115.8
14514,HJ/2.0bb,SB,6h6d,call,2,1,"['call', '11.0bb', 'fold']",3.5
14515,HJ/2.0bb/BTN/7.5bb/BB/21.0bb,HJ,Ad5d,fold,3,3,"['allin', 'fold']",31.0
14516,HJ/2.0bb/BTN/7.5bb/SB/21.0bb/BB/40.1bb/HJ/allin,BTN,AsAc,call,4,5,"['call', 'fold']",168.6
14517,UTG/2.0bb/BTN/7.5bb,SB,AsQd,fold,3,2,"['20.0bb', 'allin', 'fold']",11.0
14518,UTG/2.0bb/CO/6.5bb/BTN/13.0bb/UTG/allin,CO,AsAd,call,3,4,"['call', 'fold']",121.0
14519,HJ/2.0bb/BTN/call,SB,Jh5h,fold,3,1,"['13.0bb', 'fold']",5.5
14520,CO/2.3bb/BTN/allin,CO,AcTc,fold,2,2,"['call', 'fold']",103.8
14521,UTG/2.0bb/BTN/call/SB/13.0bb/BB/25.0bb/UTG/fold/BTN/call/SB/allin,BB,AsAd,call,4,4,"['call', 'fold']",152.0
